title,sentimen
"Andre Rosiade Salurkan Bantuan Rp 1,4 M untuk Korban Gempa Sumbar",Netral
Melihat Tugu Garuda Pancasila di Kompleks Eks Pabrik Gula Delanggu,Netral
"Sempat Ditutup, Ini Kondisi Terkini Lokasi Benda Mencurigakan Dekat Denpom Solo",Netral
"Jejak Kina di Indonesia, Tanaman yang Disebut Ridwan Kamil Obat Corona",Netral
Pemkab Bogor Janji Tampung PKL Puncak yang Terkena Penertiban Tahap II,Negatif
Tragedi Bus Rombongan TK Muat 92 Orang Masuk Jurang Rembangan Jember,Negatif
"Anak Holding Perkebunan Punya 56.000 Ha Lahan Sawit Plasma, Serap Ribuan Petani",Negatif
Propernas Nusa Dua Tekan BackLog di Sumut dengan Bangun Kota Mandiri Bekala,Negatif
"79 Warga Pamijahan Bogor Ngungsi Imbas Gempa, Pemkab Buka Opsi Relokasi",Netral
Penjelasan Polisi soal Ada 4 Tersangka Baru Kasus Korupsi di PTPN VI,Negatif
Pengacara Tepis PTPN VIII Bungkam HRS: Semua yang Kuasai Lahan Dilaporkan,Positif
Perkara Ganti Rugi Pembongkaran Hibisc Fantasy,Negatif
RI Cari Sumber Gula Impor 200 Ribu Ton,Negatif
"Mengenal Kopi Gunung Malabar: Sejarah, Karakteristik, dan Harga",Positif
Hamparan Hijau Kebun Teh Kaligua dan Kisah Seram Gua Jepangnya,Negatif
Deretan Komisaris BUMN yang Jadi Tim Kampanye Sejauh Ini,Netral
Begini 8 Oknum Polisi Rekayasa 'Ganja Tak Bertuan' Berujung 20 Tahun Bui,Negatif
Fakta Sengketa HGU PTPN vs Markaz Syariah Habib Rizieq,Negatif
Daftar Lengkap BUMN yang Disuntik Duit Negara,Netral
"SHT Belum Dibayar, Pensiunan PTPN Geruduk Gedung DPRD Jabar",Netral
"Kembangkan 76 Wisata Baru, Jabar Butuh Rp 5,8 Triliun",Positif
"Doesoen Kakao, Penghasil Cokelat Terbaik Dunia di Banyuwangi",Positif
"Wisata Agro Wonosari: Daya Tarik, Lokasi, Fasilitas dan Harga Tiket",Positif
Erick Thohir Rombak Direksi PTPN III,Negatif
"KPPU Minta Pemerintah Jangan Ubah HET Gula, Ini Alasannya",Netral
Peluang Kerja di BUMN Tetap Terbuka Meski Punya Keterbatasan,Netral
Partai Gelora Gugat Pemilu Serentak ke MK: DPR Tumpul Awasi Pemerintah!,Netral
Pemerintah Segera Bayar Utang Rp 94 T ke Pertamina hingga PLN,Negatif
"Polemik Tanah Markaz Syariah Mengemuka, Mahfud Bicara Usul Ponpes Bersama",Positif
Nasib Terkini Rumah Sakit Pertama di Sumut,Netral
Melihat Pabrik Pengolah Kulit Kina Peninggalan Belanda yang Masih Eksis,Netral
"Markaz Syariah Disomasi, FPI Minta Ganti Rugi",Negatif
Jabar Hari Ini: Penjaga Masjid Cabuli 13 Bocah-Bandung Gelombang Kedua Corona,Positif
"Top! Holding BUMN Perkebunan Cetak Laba Rp 5,5 T",Positif
Bola Salju Markaz Syariah vs PTPN soal Sengketa Tanah,Netral
Erick Thohir Pamer  Capaian 100 Hari Kerja Kementerian BUMN,Netral
PTPN VIII Buat 29 LP di Polda Jabar soal Penyerobotan Lahan di Megamendung,Netral
3 Kisah Tragis Konflik Asmara Berakhir Petaka di Jabar,Netral
Pucuk...pucuk..pucuk... Intip Langsung Proses Pucuk Daun Menjadi Teh di Sini,Positif
"Mobil Terbakar di Jalur Jember-Bondowoso, Sopir Malah Kabur",Negatif
Holding Perkebunan Bangun Pabrik Gas Pakai Bahan Baku Limbah Sawit,Negatif
"Utang PTPN Rp 43 T, Erick Thohir: Penyakit Lama, Korupsi Terselubung",Negatif
Cerita Warga Nyaris Celaka Tertimbun Longsor Ijen Bondowoso,Negatif
Kadus Sukorejo Tewas Tertabrak-Terseret Mobil di Depan Rumdin Bupati Klaten,Positif
"Holding PTPN Mau Bentuk Pabrik Gula, Butuh Duit Rp 23 T",Netral
Begini Nasib Karyawan Saat 7 BUMN Dibubarkan,Positif
PT Jaswita Bicara Ganti Rugi Usai Hibisc Fantasy Dibongkar,Negatif
RI Bakal Kebanjiran 215.000 Ton Gula Kristal Putih dari Thailand-Australia,Negatif
"KCIC Minta Konsesi Kereta Cepat Jadi 80 Tahun, Kemenhub: Data Belum Lengkap",Negatif
"Kisah Rudolf Eduard Kerkhoven, Juragan yang Merintis Teh Gambung",Netral
"Jalan Terus, Kereta Cepat Jakarta-Bandung Berpotensi Bablas Surabaya",Negatif
PTPN XI Surabaya Ungkap Sejumlah Berkas yang Dibawa KPK Saat Penggeledahan,Negatif
Duduk Perkara Keluarga Mayor Dedi Jadi Tersangka Kasus Tanah hingga Dilepas,Negatif
Menteri LH: Penyegelan Tempat Wisata Sepanjang DAS Ciliwung Akan Berlanjut,Netral
Ih Gemasnya! Ada Bukit Jamur di Rancabolang Ciwidey,Netral
Pembangunan Jembatan Perkebunan Senilai Rp 22 Miliar Mangkrak Dikeluhkan,Negatif
Dirut Pertamina: Pak Erick Selalu Hands-on,Netral
Sejarah Lapangan Merdeka dan Patung Soekarno di Pangandaran,Netral
"Nimo Highland: Daya Tarik, Fasilitas Umum, dan Harga Tiket Masuk",Positif
PTPN V Akan Distribusikan 28 Ton Migor Curah Murah di Pekanbaru,Positif
"Ini Rinto, Pelaku Begal Payudara Puluhan Orang di Sumbar",Negatif
Jalan Panjang Proyek Kereta Cepat JKT-BDG yang Terancam Molor (Lagi),Negatif
"Dedi Iskandar Soroti Jalan Rusak di Sekitar Perkebunan, Singgung soal Regulasi",Negatif
Mendag Zulhas Apresiasi Minyak Merah yang Diresmikan Jokowi di Deli Serdang,Positif
"Mau Ada Klaster BUMN Pangan, Bulog-PTPN Tunggu Arahan Erick Thohir",Netral
Respons Pemkab Pandeglang soal Ibu Hamil Ditandu Lewati Hutan,Positif
Dedi Mulyadi Instruksikan Wisata Hibisc Fantasy di Puncak Bogor Dibongkar,Negatif
Holding Perkebunan Pangkas Jumlah Direksi Anak Usaha,Negatif
"Harga Gula di Sumut Tembus Rp 19 Ribu per Kg, Begini Tanggapan Disperindag",Positif
Longsor yang Putus Akses ke Ijen Bondowoso Terjadi di Empat Titik,Netral
Anggota DPR Pertanyakan Isi Draft Perpres Swasembada Gula: Hanya Cari Profit?,Negatif
Jokowi Launching Gerakan Bioetanol Tebu di Mojokerto,Netral
"DJP Sumut I Catat 210 Ribuan Orang Sudah Lapor SPT, Terbanyak Lewat Online",Positif
Proyek PSN BUMN Dapat Relaksasi BPHTB Biar Ngebut,Netral
Buruan Lamar! 3 BUMN Ini Buka Lowongan Kerja Gede-gedean,Positif
Airlangga Sebut Industri Kopi Tumbuh 250% dalam 10 Tahun Terakhir,Netral
Kejagung Periksa Eks Bupati Indragiri Hulu di Kasus PT Duta Palma,Negatif
Pemerintah Gelar Operasi Pasar di 325 Kantor Pos Jelang Puasa,Positif
"Lelang Gula Wajib di Bawah Harga Eceran Tertinggi, BUMN Sanggup?",Netral
"Kena Sentil Dedi Mulyadi Soal Alih Fungsi Lahan, Ini Respons PT Jaswita",Netral
"Trauma Ledakan Pabrik Bioetanol di Mojokerto, Ini Aspirasi Warga Terdampak",Negatif
Lengkap! Sentul City Buka-bukaan soal Polemik Lahan dengan Rocky Gerung,Positif
"Masuk Musim Giling, Berapa Produksi Gula dari BUMN?",Negatif
"Kepala BNPB Soal Rehabilitasi Citarum: Alam Terjaga, Ekonomi Meningkat",Positif
"Periksa 5 Saksi, KPK Dalami Proses Pengadaan Mesin Giling Tebu di PTPN XI",Positif
"Minyak Goreng Mahal-Langka, Ombudsman: Negara Harus Punya Cadangan!",Netral
"Izinkan Warga Memanen, Hadi Kirim Satgas ke Lahan Sengketa Tegalrejo",Netral
"8 Kendaraan Kecelakaan Beruntun di Subang, 2 Orang Tewas",Negatif
Kagetnya Menteri Sofyan Djalil Diminta Mundur Saat Perangi Mafia Tanah,Negatif
"Kebun Porang di Sukabumi Jadi Sentra Ekonomi, Wisata dan Lumbung Ilmu",Netral
"FPI Dilarang Pemerintah, Bagaimana Operasional Markaz Syariah?",Negatif
"Harga Rendah Karet di Sumut Susahkan Petani, Disbun Singgung Kemitraan",Negatif
5 Tempat Angker di Kediri yang Menyimpan Cerita Mistis,Negatif
Andre Rosiade Minta PTPN Bantu Petani Remajakan Tanaman Kelapa Sawit di Sumbar,Negatif
"Aset Holding BUMN Perkebunan Luas Banget, Bagaimana Biar Nggak Diserobot?",Netral
Jurus Holding BUMN Perkebunan Penuhi Target Swasembada Gula,Negatif
"Usai Bongkar Kios Pedagang, Pemkab Bogor Bakal Cek Izin Bangunan di Puncak",Negatif
Upaya Tangani Longsor yang Putus Akses Bandung Barat-Cianjur,Positif
"Pangkostrad Gandeng Petani Garap Lahan di Pangandaran, Bupati Apresiasi",Netral
"3 Bandit di Labuhanbatu Ditangkap, Rampas Motor Sambil Todongkan Pistol Korek Api",Negatif
Ini Daftar Relawan hingga Eks Menteri Jokowi yang Jadi Komisaris BUMN,Negatif
PLTBg Sei Mangkei Tekan Emisi Karbon 70 Ribu Ton/Tahun dari POME,Netral
"Disemprit Satgas Pangan, BUMN Akhirnya Ubah Harga Lelang Gula",Positif
"Balada Proyek Kereta Cepat: Dulu Ditolak, Kini Konsesi Melebar ke 80 Tahun",Negatif
"Jokowi Naikkan Harga Pertalite, Erick Thohir Buru-buru Balik dari Belanda",Positif
Perlawanan Samsul Tarigan Usai Divonis 16 Bulan Penjara,Negatif
Jabar Hari Ini: Heboh 'Desa Mati' di Majalengka-Preman Bandung Tewas 50 Tusukan,Negatif
"Disbudpar Kota Surabaya Operasikan 2 Bus, Ini Jadwal SSCT Terbaru",Netral
"Harga Gula di Sumut Turun, Begini Kata Disperindag",Positif
"Rebutan Impor di Balik Perpres Gula, Pengamat: Penyakit Lama, Itu Uang Besar Jelang Pemilu",Netral
"Bahas 2 Kasus Tanah di Sumut, Jokowi Minta Aset Dikelola Baik",Positif
"Hari Ini Terakhir! Lowongan Kerja BUMN 2021 dari PTPN IX, Ini Syarat Lengkapnya",Positif
Program Manis Swasembada Gula Digelar Sejumlah Kementerian di Lumajang,Positif
Caci Maki ke Jokowi Bikin Remaja di Riau Ditangkap Polisi,Negatif
"Total Korban Begal Payudara Pasaman Barat 20 Orang, Mayoritas Siswi",Negatif
DPR Kritisi Program Swasembada Gula Tak Kunjung Tercapai: Hanya Doyan Impor,Netral
ARH Janji Tak Kabur Usai Penahanan Ditangguhkan Berkat Mayor Dedi,Netral
Petani Ragu Jurus Baru Pemerintah Bisa Percepat Swasembada Gula,Negatif
"10 Objek Wisata di Pangalengan dan Ciwidey, Lengkap dengan Harga Tiketnya",Positif
"Viral Pria Telanjang Dada Hujat Jokowi di Riau, Polisi Turun Tangan",Netral
Pupuk Indonesia Teken 2 Kerja Sama di Konferensi Internasional BUMN,Positif
Qatar Mau Bangun 1 Juta Unit Rumah Susun di Kemayoran hingga Senayan,Positif
Bahlil Beberkan KEK Sei Mangkei Sepi Peminat,Negatif
BUMN Dorong Sertifikasi Ratusan Petani di Riau,Netral
"Berkat Langkah Holding Perkebunan, Industri Sawit RI Diramal Bisa Makin Moncer",Netral
"Kelanjutan Sengketa Lahan Markaz Syariah FPI, PTPN: Kami Pemilik Sah!",Positif
"Holding BUMN Targetkan Swasembada Gula, Ini Caranya",Netral
BPN Yakin Petani yang Jual Lahan ke Markaz Syariah Tak Punya Sertifikat,Positif
"Puluhan Warkop di Pantura Pemalang Dibongkar, Sejumlah PSK Positif HIV",Negatif
"Hingga 24 Maret, Ada 53 PDP dan 1.391 ODP Corona di Sumut",Netral
Kisah Pengusiran Meneer Belanda dari Pabrik Tjipetir Sukabumi,Negatif
"Dari Buntung Jadi Untung, Laba Holding Perkebunan Naik 500% Jadi Rp 4,6 T",Negatif
Mantap! KEK Sei Mangkei-Pelabuhan Kuala Tanjung bakal Tersambung Kereta,Negatif
BPN soal Markaz Syariah: Aset Ormas Terlarang Akan Disita Negara,Negatif
Sederet Fakta Konsesi Kereta Cepat JKT-BDG Minta Ditambah Jadi 80 Tahun,Negatif
"Hasil Panen Tebu di Daerah Ini Meningkat, Apa Rahasianya?",Positif
Hilang Jabatan Dirut Berdikari Gegara Pistol Meletus di Bandara,Negatif
BNPB Buka Opsi Relokasi Warga Puncak Bogor Usai Sungai Ciliwung Meluap,Negatif
"Sulap Limbah Jadi EBT, RI Gandeng 3 Perusahaan Jepang",Netral
"Transaksi Seks Pakai Indomie, Lahan PTPN Bisa Lebih Cepat 'Diselamatkan'",Positif
"Markaz Syariah Mau Dialog dengan PTPN, BPN: Tak Bisa dalam Posisi Setara",Positif
"Habib Rizieq Sebut Aher, Pemprov Jabar Buka Suara soal Markaz Syariah",Positif
Erick Bongkar Penyelewengan 4 Dapen BUMN: Ada Kerugian Negara Rp 300 M,Negatif
Mengenal Sejarah dan Tiga Tanaman Kopi di Indonesia,Netral
"Prostitusi Berkedok Warkop di Pantura Pemalang, Ramai Dikunjungi Remaja-Lansia",Negatif
Operasi Pasar Besar-besaran Mau Digelar demi Stabilkan Harga Pangan,Positif
"Jual Sawit Bersertifikat Internasional, Anak Usaha BUMN Raup Rp 168 M",Netral
3 Keuntungan Pabrik Migor Anak Usaha BUMN Melantai di Bursa,Negatif
Ramai-ramai Timses Mundur dari Komisaris BUMN Jelang Pilpres,Positif
Bocoran Erick Thohir BUMN yang Masuk Daftar Dihapus,Negatif
"Minyak Goreng Langka-Mahal, BUMN Bisa Apa?",Netral
"Erick Pengin BUMN Genjot Pemerataan Ekonomi, Begini Caranya",Positif
Saksi Sudah Meninggal Dipanggil KPK Bukan Pertama Kali Ini Terjadi,Netral
"Adian Napitupulu Bertemu Jokowi di Istana, Bahas Apa?",Positif
Adian Tepis Andre Soal Isu 'Kursi Komisaris BUMN' di Balik Kritik ke Erick,Negatif
Bupati Enrekang Sindir Aktivis Diduga Provokasi Warga Tolak Perusahaan Sawit,Negatif
"Jelang Kick Off Liga 2, Pemain Senior PSMS Medan Supardi Masih Cedera",Negatif
Jurus Telkom Pakai Logee Trans Atasi Masalah Klasik Bisnis Logistik,Positif
Jabar Banten Hari Ini: Panji Gumilang Diperiksa Polda-716 Ponpes Fiktif Terima Hibah,Positif
PTPN V Distribusikan Migor-Gula Murah ke Warga Jelang Lebaran,Positif
"Situs Balekambang, Hotel Hayam Wuruk Saat Berkunjung ke Blitar",Positif
"Menilik Museum Perkebunan Indonesia II: Sejarah, Daya Tarik, Tiket Masuk",Negatif
Peran Anak BUMN RI Bantu Atasi Dekarbonisasi Industri Sawit,Negatif
"1.500 Pohon Teh Milik PTPN Ditebang Oknum Warga Garut, Polisi Turun Tangan",Positif
Festival Cokelat Glenmore Kuatkan Banyuwangi Penghasil Cokelat Terbaik Dunia,Positif
"KCIC Minta Konsesi Kereta Cepat Jadi 80 Tahun, Kemenhub Belum Memutuskan",Negatif
"Markaz Syariah Klaim Beli Lahan Perjanjian Oper Garap, BPN: Tidak Sah",Netral
Strategi Jokowi Pencapaian Swasembada Gula dalam 5 Tahun,Netral
Andre Rosiade Usulkan 3 Pengecer Migor Curah di Tiap Pasar Tradisional,Negatif
Cerita Babeh Idin Susuri Sungai dari Bogor ke Jakut dengan Getek Gedebok,Netral
"Mudik ke Klaten, Mengenang Masa Jaya Pabrik Karung Goni Delanggu",Netral
"Ramai-ramai Komisaris Mundur karena Pilpres, dari Ahok hingga Abdee Slank",Netral
DPRD Jatim Desak BUMN Ikut Tanggung Jawab atas Kerusuhan Dusun Baban Jember,Negatif
Warga Ikut Bongkar Paksa Hibisc Fantasy di Puncak Bogor,Negatif
"Pria Tanpa Identitas Ditemukan Meninggal di Kebun Kopi Bawen, Ini Ciri-cirinya",Netral
Pemkab Bogor Minta PKL Puncak Pindah ke Rest Area Gunung Mas Sebelum 24 Juni,Negatif
"Sidang Suap Eks Dirut PTPN III, Pengusaha Ini Disebut Minta Suapnya Diganti",Negatif
57 Rumah Warga Rusak Dampak Ledakan Pabrik Bioetanol di Mojokerto,Negatif
Sejarah Panjang Penamaan Jember Sebagai Kota Tembakau,Negatif
Respons Mendag soal Minyak Makan Merah,Positif
Pemprov Sumut Siapkan Wisma Atlet-Asrama Haji Antisipasi Lonjakan PDP Corona,Positif
Cara Baru Pengolahan Daun Teh Pakai Bahan Bakar Gas,Negatif
PTPN XI Buka Lebar Akses Informasi bagi KPK untuk Penyelidikan,Positif
Ternyata Ini Temuan 'Harta Karun' RI yang Dipamerkan Erick Thohir,Netral
"Harga TBS Sawit di Riau Tertinggi dalam Sejarah, Petani Semringah",Positif
"Harga Sawit di Riau Naik Tipis, Pekan Ini Rp 2.630 per Kg",Positif
Progres Terkini Pemindahan Kawasan Industri Pulogadung ke Subang,Negatif
"PTPN Somasi Markaz Syariah, BPN: Tanah Negara Tak Bisa Dikuasai Masyarakat",Netral
"Demo Peringatan Hari Tani, Massa Bawa Tumpeng Raksasa ke BPN Sumut",Negatif
Blak-blakan Erick Thohir Soal Rencana Bangun RS Internasional di Bali,Netral
Disperindag Sumut Prediksi Harga Gula Tetap Mahal hingga Akhir Tahun,Positif
"Ada Korupsi di Balik Utang Masa Lalu, PTPN Sudah Bersih-bersih",Negatif
Kemenhub Ungkap Alasan Konsesi KCIC Belum Juga Diperpanjang,Netral
"Erick Ungkap 79 Proyek Strategis BUMN Rampung, Sisa 9 Lagi",Netral
Airlangga-Erick Thohir Akan Beri Pengarahan Saat Harlah NU di Palembang,Netral
Markaz Syariah vs PTPN Berkutat di Masalah Pembelian Lahan Petani,Netral
Erick Thohir Sebutkan 4 Industri Andalan untuk Lawan Resesi 2023,Negatif
Aroma Horor Pabrik Penghasil Karet Tjipetir Sukabumi,Netral
"IPO Tahun Ini, PHE Bakal Lepas 10 Persen Saham ke Publik",Netral
"Erick Thohir Rombak Komisaris PT PAL Indonesia, Ini Susunannya",Negatif
Kepala BPN Bagi-bagi Sertifikat Tanah Buat Korban Banjir di Bogor,Negatif
Bos BUMN yang Punya 'Rapor' Merah Bakal Kena Blacklist!,Netral
Pabrik Holding BUMN Perkebunan Pakai Pembangkit BBM Limbah Sawit,Negatif
"Harga Sawit di Riau Naik Tipis Pekan Ini, Berikut Daftarnya",Positif
"Nah Lho, Erick Thohir Sebut Sempat Ada 'Kerajaan Kecil' di PTPN",Netral
"Jokowi Pamer Minyak Makan Merah, Lebih Murah dan Enak dari Minyak Goreng",Negatif
Respons PT Jaswita Jabar soal Alih Fungsi Lahan di Puncak Bogor,Positif
BUMN Dapat Suntikan Rp 57 T dari Pemerintah,Netral
"Erick Thohir Ingin BUMN Diisi Milenial, Holding Perkebunan Lakukan Hal ini",Negatif
PTPN IV Regional I Tanam Perdana Program Peremajaan Sawit Rakyat,Negatif
Menteri Ara: Pemerintah Bakal Bangun Rumah Rakyat dari Tanah Koruptor,Positif
Pemerintah Target Impor Gula 200 Ribu Ton Masuk Sebelum April,Negatif
206 Granat Tangan Aktif Dimusnahkan Tim Gegana Polda Jatim,Negatif
"Ada Abdee 'Slank', Ini Daftar Timses-Eks Menteri Jadi Komisaris BUMN",Netral
"Tanam Ganja di Perbukitan Bandung, Pelaku Raup Rp 240 Juta Sekali Panen",Netral
Syah Afandin Bakal Jadikan Langkat Lumbung Pangan Nasional,Netral
"Mau Jadi 'Silicon Valley', Kok Bukit Algoritma Nyempil di Kebun Sawit?",Negatif
Mahfud Sorot Klaim FPI soal Tanah Markaz Syariah: HGU PTPN Baru 5 Tahun,Netral
Pupuk Indonesia & PTPN Buat Program Pendampingan bagi Petani Tebu,Positif
2 Pria di Ogan Ilir Ditangkap Saat Hendak Ambil Barang Curian,Negatif
"Tekan Harga, Anak Usaha PTPN Produksi Minyak Goreng Rp 14.000/Liter",Netral
"Polisikan 12 Petani Sukabumi, Begini Penjelasan PTPN VIII",Netral
Melihat Pabrik Gula Bagong di Surabaya yang Dulu Jaya Kini Terbengkalai,Positif
Tinjau Ulang Pembangunan Infrastruktur Transportasi,Netral
Kepala BPKP Ungkap 2 Dana Pensiun BUMN Terindikasi Fraud,Netral
"Deretan Nama Tenar yang Mundur dari Petinggi BUMN, Dulu Dekat dengan Jokowi",Netral
"Sejarah Kebun Teh Wonosari di Malang, Dulunya Punya Belanda",Negatif
"Komplotan Pencuri Tebu 8 Ton di Kediri Diringkus, Libatkan Orang Dalam",Negatif
Usul Andre Rosiade ke Erick Thohir Demi Pulihkan Harga TBS Sawit di Sumbar,Positif
PTPN Mau Produksi Ethanol Buat Campuran BBM,Positif
Dirut Holding Perkebunan Bicara Hikmah di Balik Pandemi Corona,Negatif
Komisi VI DPR Soroti BUMN 'Dilipat' Biar Kelihatan yang Rugi Sedikit,Positif
Duet BUMN Garap Lahan Tebu 4.000 Ha,Negatif
"RI Mau Geber Industri Sawit hingga Gula, Tenaga Kerjanya Siap?",Positif
BPN Bersuara di Tengah Kontroversi Markaz Syariah Rizieq vs PTPN,Negatif
PTPN Mau Geber Produksi Gula Pakai Cara Ini,Netral
Bupati Ipuk Luncurkan Bulan Imunisasi di Lereng Gunung Raung,Netral
"Panjat Sutet Demi Konten, Deni Gosong Tersengat Listrik",Netral
Pisang Cavendish dari Lahan 100 Hektare di Bone Ditarget Panen Juni 2024,Netral
Bos Holding PTPN Janji Lunasi Pembayaran Pensiunan Tahun Depan,Netral
News of the Week: PTPN Vs FPI soal Lahan Markaz Syariah,Netral
"Laba Holding BUMN Perkebunan Melonjak 236%, Kantongi Rp 2,95 T",Positif
Inkonsistensi Jokowi di Tax Amnesty Jilid II dan Kereta Cepat Telan APBN,Negatif
"Polisi Tangkap 5 Ninja Sawit di PTPN IV Labusel, 2 Pelaku Ditembak",Negatif
"Sempat Ditutup, Ranca Upas Buka Lagi Buat Wisatawan",Negatif
Erick Thohir Target AP I dan II Merger di Februari 2024,Positif
"JPU Tak Kunjung Rampungkan Tuntutan, Sidang Samsul Tarigan Ditunda 3 Kali",Netral
Ribuan Buruh Mau Demo di Surabaya Lewat Tol agar Tak Ganggu Acara 1 Abad NU,Negatif
"PTPN III Mau Dapat Talangan Rp 4 T, DPR Wanti-wanti Ada Oknum Main",Netral
PTPN Mau Potong Rantai Distribusi Gula Biar Harganya Nggak Menggila,Netral
Erick Thohir Mau Gabungkan Bulog dengan PTPN dan RNI,Negatif
"Sebut Somasi PTPN Salah Alamat, Markaz Syariah: Harusnya ke Penjual",Netral
"Cegah Praktik Korupsi, Holding Perkebunan Minta Bantuan KPK",Negatif
Realisasi Pembiayaan Investasi 2020 Cuma Tembus 40% dari Target,Netral
Nusron Wahid Ngadu ke Erick: Uang 1.800 Pensiunan PTPN Belum Dibayar,Negatif
Terpopuler: Kota Mati Ciptaan Orba di Dekat Jakarta,Netral
Emak-emak Geruduk Rumah Kades di Lahat Gegara Listrik Sering Padam,Netral
Terungkap! AR Hasibuan Ternyata Sepupu dari Mayor Dedi,Netral
"DPRD Dukung Pengembangan Wisata Kota Lama Surabaya, Ini Daya Tariknya",Positif
"Demo Hari Tani di Depan DPR, Tagih Reforma Agraria-Tolak Omnibus Law",Negatif
Petani Lampung Keluhkan Rendahnya Harga Sawit Kepada Mendag Zulhas,Netral
"12 Rekomendasi Wisata Lampung Tengah, Ada Air Terjun hingga Bukit Batu",Negatif
Kakao Run Meriahkan Festival Cokelat Glenmore Banyuwangi,Positif
"Ramai Poster Erick Thohir For Presiden, Stafsus: Kami Nggak Pernah Bikin",Positif
"Akhirnya Uang Negara Rp 6,9 T buat Tambal Proyek Kereta Cepat-LRT Jabodebek",Negatif
450 Ha Lahan buat Kawasan Industri Batang Digarap Tahun Depan,Negatif
"Harga Sawit Riau Turun Lagi, Pekan Ini Rp 2.548 per Kg",Positif
"Pelajar di Sergai Tewas Ditembak, Polisi Selidiki Pelaku",Negatif
"Harga TBS Sawit di Riau Turun Lagi, Berikut Rinciannya",Positif
Tol Laut Jadi Solusi Pemerataan Pasokan Minyak dan Gula di Timur Indonesia,Positif
"BUMN Bagi-bagi Minyak Goreng Murah, Berapa Harganya?",Positif
"Aturan Baru Menperin Disoal, Petani: Ada yang Ingin Gagalkan Swasembada Gula",Negatif
"Tipu Warga Rp 55 Juta Modus Loloskan Kerja di PTPN, ASN di Sergai Ditangkap",Negatif
"Jokowi Guyur Rp 4,3 Triliun untuk Proyek Kereta Cepat",Negatif
Miris! Bangunan Sekolah Bersejarah Peninggalan Bosscha Terbengkalai,Netral
"Bukan di Amerika Serikat, Ini Air Terjun Niagara Bondowoso",Negatif
"Dukung Visi Presiden Prabowo, BUMN Gelar Pelatihan UMKM Naik Kelas",Positif
